2024-08-06T01:56:10.268492466Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.268454Z"}
2024-08-06T01:56:10.268718895Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.268678Z"}
2024-08-06T01:56:10.268922390Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.268868Z"}
2024-08-06T01:56:10.269114984Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.269071Z"}
2024-08-06T01:56:10.269327347Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.269282Z"}
2024-08-06T01:56:10.269486939Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.269447Z"}
2024-08-06T01:56:10.269636612Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.269597Z"}
2024-08-06T01:56:10.269780294Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.269738Z"}
2024-08-06T01:56:10.269971125Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.269932Z"}
2024-08-06T01:56:10.270167848Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.270132Z"}
2024-08-06T01:56:10.270372295Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.270334Z"}
